55	120	0	0	-1	801	0.137033	1491	0.180672	195.781	1	1	29	0
55	120	0	2	-1	370	0.135198	1445	0.189318	213.916	1	1	29	0
55	120	0	4	-1	1157	0.133341	1488	0.186435	201.452	1	1	29	0
55	120	0	6	-1	1571	0.136497	1474	0.184221	183.577	1	0	29	26
55	120	0	8	-1	213	0.139676	1517	0.186551	191.729	1	1	29	0
55	120	0	10	-1	2550	0.13288	1505	0.169104	162.643	1	1	29	0
55	120	0	12	-1	1167	0.14216	1489	0.188601	213.377	1	1	29	0
55	120	0	14	-1	2504	0.136961	1494	0.184795	183.577	0	0	29	26
55	120	0	16	-1	610	0.134685	1493	0.188154	197.073	1	1	29	0
55	120	0	18	-1	1754	0.134583	1502	0.183321	207.508	1	1	29	0
55	120	0	20	-1	1608	0.144625	1471	0.187194	183.577	0	0	29	26
55	120	0	22	-1	2472	0.141733	1508	0.187157	196.81	1	1	29	0
55	120	0	24	-1	589	0.137721	1476	0.18665	183.577	1	0	29	26
55	120	0	26	-1	2496	0.146854	1469	0.182736	191.077	1	1	29	0
55	120	0	28	-1	2465	0.136281	1489	0.196568	161.389	1	1	29	0
55	120	0	30	-1	276	0.143602	1486	0.186199	200.543	1	1	29	0
55	120	0	32	-1	1661	0.139487	1497	0.187639	183.577	1	0	29	26
55	120	0	34	-1	2481	0.139388	1506	0.187977	184.733	1	1	29	0
55	120	0	36	-1	2482	0.142795	1482	0.188183	194.513	1	1	29	0
55	120	0	38	-1	2498	0.140445	1500	0.181845	154.961	1	1	29	0
55	120	0	40	-1	1700	0.138473	1501	0.18363	179.602	1	1	29	0
55	120	0	42	-1	2493	0.139242	1504	0.193132	185.904	1	1	29	0
55	120	0	44	-1	-86.1289	0.143345	1024.02	0.19211	190.09	1	1	29	0
55	120	0	46	-1	1465	0.13601	1543	0.158896	127.885	1	1	29	0
55	120	0	48	-1	1567	0.139227	1487	0.193405	183.577	1	0	29	26
55	120	0	50	-1	484	0.136928	1560	0.165859	154.038	1	1	29	0
55	120	0	52	-1	1651	0.132983	1486	0.182603	171.079	1	1	29	0
55	120	0	54	-1	287	0.150663	1487	0.185989	169.501	1	1	29	0
55	120	0	56	-1	274	0.141275	1508	0.165685	148.36	0	1	29	0
55	120	0	58	-1	669	0.142018	1491	0.189103	195.033	1	1	29	0
