55	120	0	60	-1	164	0.146285	1503	0.186652	197.726	1	1	29	0
55	120	0	62	-1	258	0.142406	1502	0.184339	186.289	1	1	29	0
55	120	1	0	-1	863	0.136294	1590	0.180184	176.651	1	1	29	0
55	120	1	2	-1	382	0.134102	1548	0.182018	198.146	1	1	29	0
55	120	1	4	-1	1676	0.132946	1580	0.182994	211.811	1	1	29	0
55	120	1	6	-1	1647	0.134722	1565	0.187658	179.422	1	1	29	0
55	120	1	8	-1	219	0.138598	1582	0.184113	188.119	1	1	29	0
55	120	1	10	-1	2627	0.135344	1550	0.183518	183.597	1	0	29	24
55	120	1	12	-1	1288	0.143462	1545	0.181117	211.551	1	1	29	0
55	120	1	14	-1	1711	0.135605	1526	0.189956	183.597	0	0	29	24
55	120	1	16	-1	206	0.135562	1633	0.163755	104.509	1	1	29	0
55	120	1	18	-1	145	0.138432	1572	0.182643	200.547	1	1	29	0
55	120	1	20	-1	1730	0.144346	1545	0.186216	183.597	0	0	29	24
55	120	1	22	-1	275	0.139001	1586	0.167196	162.391	0	1	29	0
55	120	1	24	-1	618	0.133494	1551	0.188634	191.216	1	1	29	0
55	120	1	26	-1	2686	0.139235	1593	0.160167	183.597	1	0	29	24
55	120	1	28	-1	1976	0.139574	1550	0.186515	183.597	1	0	29	24
55	120	1	30	-1	285	0.141646	1545	0.182204	187.19	1	1	29	0
55	120	1	32	-1	124	0.135505	1559	0.192336	208.15	1	1	29	0
55	120	1	34	-1	2707	0.134661	1648	0.16146	183.597	1	0	29	24
55	120	1	36	-1	660	0.137075	1546	0.191605	205.884	1	1	29	0
55	120	1	38	-1	2649	0.138391	1564	0.189586	183.597	1	0	29	24
55	120	1	40	-1	1858	0.136686	1583	0.18431	156.964	1	1	29	0
55	120	1	42	-1	2617	0.12682	1610	0.191956	186.883	1	1	29	0
55	120	1	44	-1	1630.07	0.133014	1328.26	0.198414	177.193	1	1	29	0
55	120	1	46	-1	2681	0.14189	1591	0.188819	211.835	1	1	29	0
55	120	1	48	-1	2609	0.138587	1569	0.187299	220.078	1	1	29	0
55	120	1	50	-1	688	0.132659	1568	0.191136	205.418	1	1	29	0
55	120	1	52	-1	1831	0.129996	1581	0.184718	171.03	1	1	29	0
55	120	1	54	-1	264	0.148996	1572	0.183353	156.833	1	1	29	0
55	120	1	56	-1	272	0.136779	1581	0.186164	183.597	1	0	29	24
55	120	1	58	-1	712	0.138338	1582	0.181766	195.182	1	1	29	0
55	120	1	60	-1	148	0.139118	1586	0.168167	103.191	1	1	29	0
55	120	1	62	-1	282	0.137851	1570	0.186978	196.136	1	1	29	0
55	120	2	0	-1	835	0.132437	1516	0.190216	156.396	1	1	30	0
55	120	2	2	-1	2531	0.132703	1487	0.179158	193.747	1	1	30	0
55	120	2	4	-1	1684	0.13044	1547	0.181564	202.567	1	1	30	0
55	120	2	6	-1	1625	0.131574	1506	0.190072	186.689	1	1	30	0
55	120	2	8	-1	188	0.132886	1526	0.187255	170.583	1	0	30	27
55	120	2	10	-1	2537	0.132936	1482	0.186012	229.956	1	1	30	0
55	120	2	12	-1	1469	0.129122	1560	0.163334	139.718	1	1	30	0
55	120	2	14	-1	1764	0.13073	1502	0.187672	170.583	0	0	30	27
55	120	2	16	-1	175	0.134329	1574	0.166964	155.109	1	1	30	0
55	120	2	18	-1	131	0.13428	1516	0.186581	197.626	1	1	30	0
55	120	2	20	-1	591	0.137646	1493	0.186775	170.583	0	0	30	27
55	120	2	22	-1	253	0.13539	1489	0.189019	176.754	1	1	30	0
55	120	2	24	-1	620	0.132026	1529	0.184876	177.251	1	1	30	0
55	120	2	26	-1	2545	0.136121	1519	0.185973	180.641	1	1	30	0
55	120	2	28	-1	1986	0.13172	1516	0.185749	139.862	1	1	30	0
55	120	2	30	-1	1214	0.135846	1519	0.178418	174.165	1	1	30	0
55	120	2	32	-1	111	0.1321	1500	0.178436	187.876	1	1	30	0
55	120	2	34	-1	2538	0.131743	1515	0.180496	194.729	1	1	30	0
55	120	2	36	-1	637	0.138408	1516	0.187794	195.404	1	1	30	0
55	120	2	38	-1	192	0.137858	1536	0.185051	138.712	1	1	30	0
55	120	2	40	-1	1859	0.138057	1540	0.180862	170.583	1	0	30	27
55	120	2	42	-1	1708	0.123343	1663	0.154144	170.583	1	0	30	27
55	120	2	44	-1	1811.57	0.129124	1291.42	0.184769	157.707	1	1	30	0
55	120	2	46	-1	274	0.137052	1498	0.182706	167.762	1	1	30	0
55	120	2	48	-1	765	0.13463	1520	0.186715	163.066	1	1	30	0
55	120	2	50	-1	1138	0.130555	1534	0.182042	174.292	1	1	30	0
55	120	2	52	-1	1858	0.127289	1529	0.177933	176.312	1	1	30	0
55	120	2	54	-1	258	0.134251	1590	0.166313	126.934	1	1	30	0
55	120	2	56	-1	251	0.13338	1516	0.185765	160.938	1	1	30	0
55	120	2	58	-1	309	0.13392	1497	0.184871	178.512	1	1	30	0
55	120	2	60	-1	391	0.136364	1514	0.185285	159.025	1	1	30	0
55	120	2	62	-1	262	0.13388	1548	0.165778	114.003	1	1	30	0
55	120	3	0	-1	957	0.132693	1617	0.173527	236.516	1	1	30	0
55	120	3	2	-1	391	0.130623	1649	0.174788	260.198	1	1	30	0
55	120	3	4	-1	1833	0.131563	1637	0.173602	224.387	1	0	30	22
55	120	3	6	-1	1534	0.128875	1623	0.17375	224.387	1	0	30	22
55	120	3	8	-1	213	0.133245	1618	0.17743	234.137	1	1	30	0
55	120	3	10	-1	301	0.131303	1676	0.162461	182.919	1	1	30	0
55	120	3	12	-1	1574	0.12754	1649	0.163486	188.501	1	1	30	0
55	120	3	14	-1	2163	0.12955	1617	0.178867	224.387	0	0	30	22
55	120	3	16	-1	188	0.133078	1626	0.178647	243.421	1	1	30	0
55	120	3	18	-1	131	0.132105	1614	0.175835	240.158	1	1	30	0
55	120	3	20	-1	726	0.137301	1651	0.160264	224.387	0	0	30	22
55	120	3	22	-1	190	0.140791	156	0.204559	232.407	1	1	30	0
55	120	3	24	-1	689	0.129875	1639	0.180593	211.325	1	1	30	0
55	120	3	26	-1	2694	0.138157	1607	0.181111	224.387	1	0	30	22
55	120	3	28	-1	2111	0.133285	1631	0.178471	234.413	1	1	30	0
55	120	3	30	-1	1326	0.135737	1610	0.177672	206.823	1	1	30	0
55	120	3	32	-1	102	0.131355	1572	0.179145	236.205	1	1	30	0
55	120	3	34	-1	2688	0.133952	1628	0.17931	225.508	1	1	30	0
55	120	3	36	-1	503	0.139345	1613	0.178363	224.387	1	0	30	22
55	120	3	38	-1	2695	0.133602	1601	0.177905	244.349	1	1	30	0
55	120	3	40	-1	2031	0.135786	1635	0.183854	229.475	1	1	30	0
55	120	3	42	-1	2692	0.127732	1620	0.181088	215.374	1	1	30	0
55	120	3	44	-1	1912.07	0.129394	1392.92	0.183248	219.488	1	1	30	0
55	120	3	46	-1	297	0.137229	1617	0.182321	220.585	1	1	30	0
55	120	3	48	-1	921	0.131205	1630	0.164621	224.387	1	0	30	22
55	120	3	50	-1	784	0.130808	1641	0.179082	224.387	1	0	30	22
55	120	3	52	-1	117	0.128114	1641	0.174849	218.336	1	1	30	0
55	120	3	54	-1	265	0.141647	1625	0.17615	220.08	1	1	30	0
55	120	3	56	-1	265	0.135328	1626	0.178596	220.558	1	1	30	0
55	120	3	58	-1	521	0.134758	1579	0.17505	215.743	1	1	30	0
55	120	3	60	-1	131	0.135228	1679	0.16102	224.387	1	0	30	22
55	120	3	62	-1	257	0.133681	1629	0.178606	224.387	1	0	30	22
