2	48	0.115582	1606	0.836487	1267	2.097910	324.790
2	50	0.128275	1712	0.810783	1246	2.111260	329.541
2	52	0.116548	1607	0.774570	1221	2.107720	312.059
2	54	0.090760	1617	0.589111	1177	2.241380	214.959
2	56	0.116935	1561	0.789461	1229	2.105360	305.857
2	58	0.110634	1596	0.733415	1247	2.067540	315.883
2	60	0.118666	583	0.760917	1220	2.102830	319.720
2	62	0.072354	1662	0.503056	1212	2.219990	174.706
3	0	0.298373	1241	1.991370	642	17.995100	1351.730
3	2	0.367410	1657	2.492780	584	22.870800	1389.760
3	4	0.354590	1654	2.413530	576	23.162600	1381.330
3	6	0.312618	1242	2.397400	593	22.429500	1366.020
3	8	0.352228	1646	2.416370	591	23.116000	1386.660
3	10	0.207771	1579	1.351000	751	8.235700	1218.280
3	12	0.254945	1685	1.631460	648	13.016100	1298.980
3	14	0.328521	1622	2.252490	593	20.787600	1365.540
3	16	0.308655	1306	2.042520	603	19.978800	1343.980
3	18	0.302177	1615	2.025250	643	18.449600	1345.440
3	20	0.218674	1672	1.362300	714	9.138530	1224.270
3	22	-221.096000	-18	709.531000	-2	-86448700000000000.000000	4.000
3	24	0.359671	1239	2.394920	579	20.544900	1359.780
3	26	0.345435	1653	2.323090	594	21.434100	1377.000
3	28	0.322129	1651	2.161840	615	19.770600	1363.200
3	30	0.305036	1609	2.126190	589	18.554900	1335.500
3	32	0.300215	1557	2.081510	622	19.106900	1373.470
3	34	0.283026	1545	1.955010	631	18.392600	1328.270
3	36	0.267903	1495	1.944150	630	16.801500	1343.970
3	38	0.277909	1545	1.960970	611	18.818600	1350.630
3	40	0.302936	1597	2.022430	623	18.598600	1342.100
3	42	0.338022	1208	2.174200	591	19.524300	1346.950
3	44	0.324641	1668	2.128810	616	19.064100	1365.300
3	46	0.335665	1663	2.218230	628	20.148700	1366.300
3	48	0.232450	1565	1.615070	609	12.640800	1278.270
3	50	0.347329	987	2.218060	598	21.194900	1378.240
3	52	0.330318	1088	2.127020	608	20.526800	1367.700
3	54	0.292819	1537	2.106780	613	21.588100	1395.390
3	56	0.279331	1573	1.899070	636	17.826600	1343.620
3	58	0.287501	1642	1.931250	659	19.340900	1351.220
3	60	0.180771	1560	1.162850	804	5.503060	1130.480
3	62	0.187679	1534	1.334210	727	3.042180	908.501
