0	0	0.171676	1756	1.011740	1247	2.058020	436.278
0	2	0.143355	776	1.001380	1233	2.099410	437.928
0	4	0.167030	1596	1.076290	1273	2.093680	473.288
0	6	0.172929	1577	1.144250	1283	2.102680	475.409
0	8	0.148521	1486	1.031320	1260	2.102130	415.637
0	10	0.130334	1179	0.764619	1191	2.250260	363.986
0	12	0.170598	1665	1.090720	958	2.093830	453.818
0	14	0.165683	1660	1.028890	1259	2.073390	427.823
0	16	0.169800	1627	1.100310	1255	2.107330	465.365
0	18	0.155545	1618	1.037880	1259	2.091700	430.475
0	20	0.172437	1328	1.016050	1246	2.106980	442.083
0	22	0.160587	1372	1.063590	790	2.120310	438.601
0	24	0.185726	1066	1.045830	1218	2.112770	455.695
0	26	0.164067	1662	1.045940	1250	2.131650	450.542
0	28	0.159304	1542	1.044050	1270	2.128190	417.285
0	30	0.158012	1618	1.021170	1249	2.087620	433.899
0	32	0.164872	1532	1.108500	830	2.086150	456.893
0	34	0.163318	1581	1.063620	1259	2.104900	454.901
0	36	0.154836	1121	1.130300	844	2.101950	477.591
0	38	0.156030	1523	1.025540	1231	2.083390	454.620
0	40	0.168221	1538	1.138290	792	2.098660	486.958
0	42	0.160799	1639	0.973983	1245	2.085340	447.429
0	44	0.175464	1601	1.129830	1274	2.101120	508.819
0	46	0.117975	1694	0.711487	1167	2.272740	343.097
0	48	0.184953	1684	1.236280	796	2.193030	553.096
0	50	0.140164	1481	0.794341	1211	2.243530	390.596
0	52	0.169850	1429	1.135530	1277	2.138100	535.271
0	54	0.173454	1675	1.110870	1299	2.109160	481.357
0	56	0.125710	1513	0.819575	1241	2.226870	390.610
0	58	0.167479	1477	1.110140	852	2.126730	511.481
0	60	0.169308	392	1.110720	1264	2.131210	537.252
0	62	0.121132	1478	0.821504	942	2.050590	348.854
1	0	0.298880	1219	1.969980	666	9.683020	1203.860
1	2	0.305918	1573	2.032150	613	11.366000	1199.740
1	4	0.293151	1563	1.959580	640	10.396000	1199.520
1	6	0.238648	725	1.809700	655	7.664450	1118.100
1	8	0.306672	1554	2.073690	623	18.003400	1253.360
1	10	0.267323	1513	1.816040	654	8.039330	1145.420
1	12	0.292289	1620	1.869570	625	8.558210	1146.780
1	14	0.285767	1591	1.842200	699	8.296920	1163.090
1	16	0.188477	1539	1.205000	783	2.484640	602.985
1	18	0.278134	1553	1.863340	674	8.801580	1163.260
1	20	0.318186	1023	1.939830	670	10.442700	1195.480
1	22	0.197307	1621	1.167510	1240	2.516900	596.962
1	24	0.283817	1618	1.794180	690	8.383710	1151.560
1	26	0.179193	1372	1.217710	720	2.583230	656.325
1	28	0.250026	1284	1.773620	684	8.098650	1155.240
1	30	0.260654	1558	1.733020	670	6.822380	1115.160
1	32	0.262008	1367	1.830310	670	8.811850	1166.940
1	34	0.175750	1498	1.207870	689	2.411240	583.442
1	36	0.246643	1433	1.728460	693	8.070320	1148.860
1	38	0.237588	1452	1.634930	701	5.279030	1041.700
1	40	0.254173	1532	1.655740	707	7.922660	1117.410
1	42	0.251623	1605	1.625230	696	4.607950	992.258
1	44	0.233662	1460	1.637210	685	4.174950	976.402
1	46	0.248072	1612	1.574560	727	4.298110	947.346
1	48	0.240052	1462	1.682440	672	18.074800	1281.610
1	50	0.280073	962	1.792470	661	8.519960	1166.960
1	52	0.268754	1519	1.823340	672	9.098230	1179.750
1	54	0.245139	1483	1.705210	655	8.145390	1166.530
1	56	0.258063	1591	1.735450	660	8.234250	1158.590
1	58	0.263144	1605	1.720250	701	9.053640	1199.380
1	60	0.210334	1575	1.290900	782	3.051320	830.877
1	62	0.167692	1437	1.174420	688	2.169260	508.603
2	0	0.113363	1677	0.733944	1193	2.145370	315.002
2	2	0.107743	1088	0.762410	1207	2.137330	338.606
2	4	0.106825	1527	0.779755	1256	2.151080	306.303
2	6	0.123003	1574	0.839426	1240	2.087890	369.138
2	8	0.116161	1569	0.786300	1219	2.115150	336.587
2	10	0.117212	1284	0.766310	1212	2.101620	315.150
2	12	0.078020	1467	0.556455	1213	2.293450	259.274
2	14	0.117730	1421	0.794654	1229	2.092170	305.816
2	16	0.084875	1235	0.590337	1185	2.303330	265.545
2	18	0.112101	1536	0.789866	1256	2.146600	302.897
2	20	0.124411	1714	0.783152	1235	2.166270	298.588
2	22	0.111190	1629	0.751579	1193	2.132460	334.979
2	24	0.115453	1611	0.747300	1200	2.143620	337.427
2	26	0.106137	1580	0.732936	1211	2.180630	324.156
2	28	0.110647	1454	0.771769	1222	2.142210	316.305
2	30	0.105136	1625	0.725397	1205	2.128570	308.079
2	32	0.109465	1618	0.773951	1245	2.150820	335.923
2	34	0.105265	1533	0.758125	1261	2.163310	319.832
2	36	0.109750	1165	0.788603	1227	2.167010	323.342
2	38	0.116617	1579	0.773162	1232	2.119800	321.149
2	40	0.113777	633	0.780450	1240	2.124240	321.428
2	42	0.067482	229	0.454153	1214	2.325820	139.217
2	44	0.105699	1627	0.708247	1205	2.175850	307.559
2	46	0.115707	1653	0.762053	1218	2.134230	315.220
